Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDI21,CHUKWUDI013,FDI21_CHUKWUDI013,5.59,Normal Fat,0.056555715,Snack Foods,156.54,1994,High,Cluster 3,Supermarket Type1,1597.92
FDI22,CHUKWUDI017,FDI22_CHUKWUDI017,12.6,Low Fat,0.096756649,Snack Foods,521.9,2014,,Cluster 2,Supermarket Type1,13066.33
FDI22,CHUKWUDI019,FDI22_CHUKWUDI019,,Low Fat,0.168455549,Snack Foods,527.65,1992,Small,Cluster 1,Grocery Store,1045.31
FDI22,CHUKWUDI027,FDI22_CHUKWUDI027,,Low Fat,0.095746519,Snack Foods,521.65,1992,Medium,Cluster 3,Supermarket Type3,18292.86
FDI22,CHUKWUDI035,FDI22_CHUKWUDI035,12.6,Low Fat,0.09619424,Snack Foods,527.15,2011,Small,Cluster 2,Supermarket Type1,3135.92
FDI22,CHUKWUDI045,FDI22_CHUKWUDI045,12.6,Low Fat,0.096407554,Snack Foods,527.15,2009,,Cluster 2,Supermarket Type1,8362.45
FDI24,CHUKWUDI019,FDI24_CHUKWUDI019,,Low Fat,0.137870237,Baking Goods,437.59,1992,Small,Cluster 1,Grocery Store,882.19
FDI24,CHUKWUDI027,FDI24_CHUKWUDI027,,Low Fat,0.078362484,Baking Goods,444.84,1992,Medium,Cluster 3,Supermarket Type3,16761.52
FDI24,CHUKWUDI035,FDI24_CHUKWUDI035,10.3,Low Fat,0.078728915,Baking Goods,446.09,2011,Small,Cluster 2,Supermarket Type1,7057.48
FDI24,CHUKWUDI045,FDI24_CHUKWUDI045,10.3,Low Fat,0.078903499,Baking Goods,444.09,2009,,Cluster 2,Supermarket Type1,10586.22
FDI26,CHUKWUDI017,FDI26_CHUKWUDI017,5.94,Low Fat,0.035084073,Canned,441.09,2014,,Cluster 2,Supermarket Type1,5353.03
FDI26,CHUKWUDI018,FDI26_CHUKWUDI018,5.94,Low Fat,0.035028853,Canned,449.59,2016,Medium,Cluster 3,Supermarket Type2,3122.6
FDI26,CHUKWUDI019,FDI26_CHUKWUDI019,,Low Fat,0.061082177,Canned,450.09,1992,Small,Cluster 1,Grocery Store,2230.43
FDI26,CHUKWUDI027,FDI26_CHUKWUDI027,,Low Fat,0.034717799,Canned,448.59,1992,Medium,Cluster 3,Supermarket Type3,15166.92
FDI26,CHUKWUDI035,FDI26_CHUKWUDI035,5.94,Low Fat,0.034880143,Canned,444.84,2011,Small,Cluster 2,Supermarket Type1,11152.15
FDI26,CHUKWUDI045,FDI26_CHUKWUDI045,5.94,Low Fat,0.03495749,Canned,442.84,2009,,Cluster 2,Supermarket Type1,7137.38
FDI26,CHUKWUDI049,FDI26_CHUKWUDI049,5.94,Low Fat,0.034940979,Canned,443.34,2006,Medium,Cluster 1,Supermarket Type1,4014.77
FDI28,CHUKWUDI013,FDI28_CHUKWUDI013,14.3,Low Fat,0.026299797,Frozen Foods,198.58,1994,High,Cluster 3,Supermarket Type1,4357.66
FDI32,CHUKWUDI010,FDI32_CHUKWUDI010,17.7,Low Fat,0.291865402,Fruits and Vegetables,287.96,2005,,Cluster 3,Grocery Store,863.88
FDI32,CHUKWUDI013,FDI32_CHUKWUDI013,17.7,Low Fat,0.174228338,Fruits and Vegetables,292.96,1994,High,Cluster 3,Supermarket Type1,1727.75
FDI32,CHUKWUDI019,FDI32_CHUKWUDI019,,Low Fat,0.305305397,Fruits and Vegetables,291.71,1992,Small,Cluster 1,Grocery Store,1151.83
FDI32,CHUKWUDI049,FDI32_CHUKWUDI049,17.7,Low Fat,0.174644552,Fruits and Vegetables,283.21,2006,Medium,Cluster 1,Supermarket Type1,4319.38
FDI33,CHUKWUDI013,FDI33_CHUKWUDI013,16.5,Low Fat,0.028395167,Snack Foods,229.29,1994,High,Cluster 3,Supermarket Type1,6156.99
FDI33,CHUKWUDI046,FDI33_CHUKWUDI046,16.5,Low Fat,0.028418817,Snack Foods,232.04,2004,Small,Cluster 1,Supermarket Type1,5244.84
FDI34,CHUKWUDI017,FDI34_CHUKWUDI017,10.65,Normal Fat,0.085617517,Snack Foods,573.42,2014,,Cluster 2,Supermarket Type1,5759.17
FDI34,CHUKWUDI035,FDI34_CHUKWUDI035,10.65,Normal Fat,0.085119855,Snack Foods,574.67,2011,Small,Cluster 2,Supermarket Type1,10366.51
FDI34,CHUKWUDI045,FDI34_CHUKWUDI045,10.65,Normal Fat,0.085308611,Snack Foods,575.67,2009,,Cluster 2,Supermarket Type1,14397.93
FDI35,CHUKWUDI035,FDI35_CHUKWUDI035,14,Low Fat,0.041283361,Starchy Foods,456.16,2011,Small,Cluster 2,Supermarket Type1,13632.26
FDI35,CHUKWUDI046,FDI35_CHUKWUDI046,14,Low Fat,0.041291169,Starchy Foods,451.91,2004,Small,Cluster 1,Supermarket Type1,5452.9
FDI35,CHUKWUDI049,FDI35_CHUKWUDI049,14,Low Fat,0.041355366,Starchy Foods,455.16,2006,Medium,Cluster 1,Supermarket Type1,11360.21
FDI36,CHUKWUDI018,FDI36_CHUKWUDI018,12.5,Normal Fat,0.062597392,Baking Goods,492.36,2016,Medium,Cluster 3,Supermarket Type2,13347.63
FDI38,CHUKWUDI017,FDI38_CHUKWUDI017,13.35,Normal Fat,0,Canned,517.41,2014,,Cluster 2,Supermarket Type1,18118.08
FDI38,CHUKWUDI045,FDI38_CHUKWUDI045,13.35,Normal Fat,0.014656564,Canned,521.41,2009,,Cluster 2,Supermarket Type1,5694.25
FDI38,CHUKWUDI049,FDI38_CHUKWUDI049,13.35,Normal Fat,0.014649641,Canned,518.41,2006,Medium,Cluster 1,Supermarket Type1,14494.47
FDI40,CHUKWUDI046,FDI40_CHUKWUDI046,11.5,Normal Fat,0.125602951,Frozen Foods,252.09,2004,Small,Cluster 1,Supermarket Type1,5278.13
FDI41,CHUKWUDI013,FDI41_CHUKWUDI013,18.5,Normal Fat,0.062205112,Frozen Foods,370.85,1994,High,Cluster 3,Supermarket Type1,4414.25
FDI41,CHUKWUDI017,FDI41_CHUKWUDI017,18.5,Normal Fat,0.062609071,Frozen Foods,371.6,2014,,Cluster 2,Supermarket Type1,4414.25
FDI41,CHUKWUDI018,FDI41_CHUKWUDI018,18.5,Normal Fat,0.062510529,Frozen Foods,367.1,2016,Medium,Cluster 3,Supermarket Type2,5149.96
FDI41,CHUKWUDI019,FDI41_CHUKWUDI019,,Normal Fat,0.109003832,Frozen Foods,363.1,1992,Small,Cluster 1,Grocery Store,367.85
FDI41,CHUKWUDI027,FDI41_CHUKWUDI027,,Normal Fat,0.061955439,Frozen Foods,362.85,1992,Medium,Cluster 3,Supermarket Type3,11403.49
FDI41,CHUKWUDI035,FDI41_CHUKWUDI035,18.5,Normal Fat,0.062245149,Frozen Foods,364.6,2011,Small,Cluster 2,Supermarket Type1,13978.47
FDI41,CHUKWUDI045,FDI41_CHUKWUDI045,18.5,Normal Fat,0,Frozen Foods,371.85,2009,,Cluster 2,Supermarket Type1,6253.53
FDI41,CHUKWUDI046,FDI41_CHUKWUDI046,18.5,Normal Fat,0.062256921,Frozen Foods,370.1,2004,Small,Cluster 1,Supermarket Type1,5149.96
FDI44,CHUKWUDI013,FDI44_CHUKWUDI013,16.1,Ultra Low fat,0.100149459,Fruits and Vegetables,196.08,1994,High,Cluster 3,Supermarket Type1,2896.23
FDI45,CHUKWUDI017,FDI45_CHUKWUDI017,13.1,Low Fat,0.037793818,Fruits and Vegetables,434.51,2014,,Cluster 2,Supermarket Type1,7004.22
FDI45,CHUKWUDI018,FDI45_CHUKWUDI018,13.1,Low Fat,0.037734334,Fruits and Vegetables,434.76,2016,Medium,Cluster 3,Supermarket Type2,9193.03
FDI45,CHUKWUDI035,FDI45_CHUKWUDI035,13.1,Low Fat,0.037574137,Fruits and Vegetables,435.51,2011,Small,Cluster 2,Supermarket Type1,9193.03
FDI45,CHUKWUDI045,FDI45_CHUKWUDI045,13.1,Low Fat,0.037657459,Fruits and Vegetables,439.51,2009,,Cluster 2,Supermarket Type1,7004.22
FDI45,CHUKWUDI046,FDI45_CHUKWUDI046,13.1,Low Fat,0.037581243,Fruits and Vegetables,438.76,2004,Small,Cluster 1,Supermarket Type1,6128.69
FDI45,CHUKWUDI049,FDI45_CHUKWUDI049,13.1,Low Fat,0.037639672,Fruits and Vegetables,439.01,2006,Medium,Cluster 1,Supermarket Type1,2626.58
FDI46,CHUKWUDI027,FDI46_CHUKWUDI027,,Low Fat,0.073985248,Snack Foods,631.43,1992,Medium,Cluster 3,Supermarket Type3,8179.35
FDI46,CHUKWUDI045,FDI46_CHUKWUDI045,9.5,Low Fat,0.074496043,Snack Foods,629.93,2009,,Cluster 2,Supermarket Type1,6291.81
FDI48,CHUKWUDI013,FDI48_CHUKWUDI013,11.85,Normal Fat,0.055672032,Baking Goods,126.42,1994,High,Cluster 3,Supermarket Type1,2307
FDI50,CHUKWUDI027,FDI50_CHUKWUDI027,,Normal Fat,0.030693309,Canned,570.09,1992,Medium,Cluster 3,Supermarket Type3,25766.46
FDI50,CHUKWUDI035,FDI50_CHUKWUDI035,8.42,Normal Fat,0,Canned,572.59,2011,Small,Cluster 2,Supermarket Type1,13742.11
FDI50,CHUKWUDI045,FDI50_CHUKWUDI045,8.42,Normal Fat,0.030905215,Canned,569.09,2009,,Cluster 2,Supermarket Type1,6871.06
FDI52,CHUKWUDI013,FDI52_CHUKWUDI013,18.7,Low Fat,0.104591027,Frozen Foods,303.52,1994,High,Cluster 3,Supermarket Type1,6125.36
FDI52,CHUKWUDI017,FDI52_CHUKWUDI017,18.7,Low Fat,0.10527024,Frozen Foods,307.27,2014,,Cluster 2,Supermarket Type1,1225.07
FDI52,CHUKWUDI018,FDI52_CHUKWUDI018,18.7,Low Fat,0.105104552,Frozen Foods,304.27,2016,Medium,Cluster 3,Supermarket Type2,3368.95
FDI52,CHUKWUDI049,FDI52_CHUKWUDI049,18.7,Low Fat,0.104840884,Frozen Foods,305.27,2006,Medium,Cluster 1,Supermarket Type1,1225.07
FDI53,CHUKWUDI017,FDI53_CHUKWUDI017,8.895,Normal Fat,0.13842353,Frozen Foods,407.56,2014,,Cluster 2,Supermarket Type1,2819.66
FDI53,CHUKWUDI035,FDI53_CHUKWUDI035,8.895,Normal Fat,0.137618927,Frozen Foods,403.81,2011,Small,Cluster 2,Supermarket Type1,4430.9
FDI53,CHUKWUDI049,FDI53_CHUKWUDI049,8.895,Normal Fat,0.137858955,Frozen Foods,405.31,2006,Medium,Cluster 1,Supermarket Type1,6444.94
FDI56,CHUKWUDI010,FDI56_CHUKWUDI010,7.325,Low Fat,0.156307983,Fruits and Vegetables,230.54,2005,,Cluster 3,Grocery Store,228.04
FDI56,CHUKWUDI013,FDI56_CHUKWUDI013,7.325,Low Fat,0.093307668,Fruits and Vegetables,231.79,1994,High,Cluster 3,Supermarket Type1,5016.8
FDI57,CHUKWUDI017,FDI57_CHUKWUDI017,19.85,Low Fat,0.054331235,Seafood,496.94,2014,,Cluster 2,Supermarket Type1,11331.92
FDI57,CHUKWUDI018,FDI57_CHUKWUDI018,19.85,Low Fat,0.054245722,Seafood,490.19,2016,Medium,Cluster 3,Supermarket Type2,13795.38
FDI57,CHUKWUDI027,FDI57_CHUKWUDI027,,Low Fat,0.053764023,Seafood,489.44,1992,Medium,Cluster 3,Supermarket Type3,8868.46
FDI57,CHUKWUDI035,FDI57_CHUKWUDI035,19.85,Low Fat,0.054015429,Seafood,490.94,2011,Small,Cluster 2,Supermarket Type1,10346.53
FDI57,CHUKWUDI049,FDI57_CHUKWUDI049,19.85,Low Fat,0.05410964,Seafood,487.69,2006,Medium,Cluster 1,Supermarket Type1,4926.92
FDI58,CHUKWUDI013,FDI58_CHUKWUDI013,7.64,Normal Fat,0.070645636,Snack Foods,228.03,1994,High,Cluster 3,Supermarket Type1,1165.15
FDI58,CHUKWUDI046,FDI58_CHUKWUDI046,7.64,Normal Fat,0.070704474,Snack Foods,233.53,2004,Small,Cluster 1,Supermarket Type1,3728.48
FDI60,CHUKWUDI010,FDI60_CHUKWUDI010,7.22,Normal Fat,0.064141866,Baking Goods,153.13,2005,,Cluster 3,Grocery Store,316.26
FDI60,CHUKWUDI013,FDI60_CHUKWUDI013,7.22,Normal Fat,0.03828933,Baking Goods,161.88,1994,High,Cluster 3,Supermarket Type1,316.26
FDJ02,CHUKWUDI017,FDJ02_CHUKWUDI017,17.2,Normal Fat,0.025309134,Canned,367.6,2014,,Cluster 2,Supermarket Type1,5885.67
FDJ02,CHUKWUDI019,FDJ02_CHUKWUDI019,,Normal Fat,0.044063785,Canned,368.1,1992,Small,Cluster 1,Grocery Store,735.71
FDJ02,CHUKWUDI035,FDJ02_CHUKWUDI035,17.2,Normal Fat,0.025162022,Canned,364.85,2011,Small,Cluster 2,Supermarket Type1,4414.25
FDJ02,CHUKWUDI049,FDJ02_CHUKWUDI049,17.2,Normal Fat,0.025205909,Canned,372.85,2006,Medium,Cluster 1,Supermarket Type1,2942.84
FDJ03,CHUKWUDI010,FDJ03_CHUKWUDI010,12.35,Normal Fat,0.121174241,Dairy,119.67,2005,,Cluster 3,Grocery Store,123.17
FDJ03,CHUKWUDI013,FDJ03_CHUKWUDI013,12.35,Normal Fat,0.072334667,Dairy,122.92,1994,High,Cluster 3,Supermarket Type1,2217.11
FDJ04,CHUKWUDI013,FDJ04_CHUKWUDI013,18,Low Fat,0.124348482,Frozen Foods,295.78,1994,High,Cluster 3,Supermarket Type1,2370.25
FDJ04,CHUKWUDI018,FDJ04_CHUKWUDI018,18,Low Fat,0.124959013,Frozen Foods,291.28,2016,Medium,Cluster 3,Supermarket Type2,888.84
FDJ04,CHUKWUDI046,FDJ04_CHUKWUDI046,18,Low Fat,0.124452048,Frozen Foods,296.28,2004,Small,Cluster 1,Supermarket Type1,3259.09
FDJ04,CHUKWUDI049,FDJ04_CHUKWUDI049,18,Low Fat,0.124645538,Frozen Foods,293.03,2006,Medium,Cluster 1,Supermarket Type1,5333.06
FDJ07,CHUKWUDI010,FDJ07_CHUKWUDI010,7.26,Low Fat,0.02414202,Meat,293.54,2005,,Cluster 3,Grocery Store,1165.15
FDJ07,CHUKWUDI017,FDJ07_CHUKWUDI017,7.26,Low Fat,0.014505108,Meat,296.04,2014,,Cluster 2,Supermarket Type1,4369.31
FDJ07,CHUKWUDI018,FDJ07_CHUKWUDI018,7.26,Low Fat,0.014482278,Meat,295.29,2016,Medium,Cluster 3,Supermarket Type2,4660.6
FDJ08,CHUKWUDI017,FDJ08_CHUKWUDI017,11.1,Low Fat,0.111298111,Fruits and Vegetables,479.46,2014,,Cluster 2,Supermarket Type1,7643.38
FDJ08,CHUKWUDI018,FDJ08_CHUKWUDI018,11.1,Low Fat,0.111122936,Fruits and Vegetables,473.21,2016,Medium,Cluster 3,Supermarket Type2,9076.52
FDJ08,CHUKWUDI019,FDJ08_CHUKWUDI019,,Low Fat,0.193772568,Fruits and Vegetables,475.96,1992,Small,Cluster 1,Grocery Store,1433.13
FDJ08,CHUKWUDI045,FDJ08_CHUKWUDI045,11.1,Low Fat,0.11089655,Fruits and Vegetables,478.96,2009,,Cluster 2,Supermarket Type1,5254.83
FDJ08,CHUKWUDI049,FDJ08_CHUKWUDI049,11.1,Low Fat,0.11084417,Fruits and Vegetables,473.21,2006,Medium,Cluster 1,Supermarket Type1,12898.21
FDJ09,CHUKWUDI013,FDJ09_CHUKWUDI013,15,Low Fat,0.058346234,Snack Foods,110.19,1994,High,Cluster 3,Supermarket Type1,1584.6
FDJ10,CHUKWUDI013,FDJ10_CHUKWUDI013,5.095,Normal Fat,0.129395895,Snack Foods,350.96,1994,High,Cluster 3,Supermarket Type1,4565.72
FDJ10,CHUKWUDI018,FDJ10_CHUKWUDI018,5.095,Normal Fat,0.130031207,Snack Foods,356.21,2016,Medium,Cluster 3,Supermarket Type2,1404.84
FDJ10,CHUKWUDI035,FDJ10_CHUKWUDI035,5.095,Normal Fat,0.129479176,Snack Foods,349.46,2011,Small,Cluster 2,Supermarket Type1,3160.89
FDJ10,CHUKWUDI045,FDJ10_CHUKWUDI045,5.095,Normal Fat,0.129766301,Snack Foods,354.21,2009,,Cluster 2,Supermarket Type1,8077.82
FDJ10,CHUKWUDI049,FDJ10_CHUKWUDI049,5.095,Normal Fat,0.129705008,Snack Foods,354.71,2006,Medium,Cluster 1,Supermarket Type1,4916.93
FDJ12,CHUKWUDI017,FDJ12_CHUKWUDI017,8.895,Normal Fat,0.039261947,Baking Goods,518.57,2014,,Cluster 2,Supermarket Type1,6231.89
FDJ12,CHUKWUDI045,FDJ12_CHUKWUDI045,8.895,Normal Fat,0.039120291,Baking Goods,517.07,2009,,Cluster 2,Supermarket Type1,10386.48
FDJ12,CHUKWUDI049,FDJ12_CHUKWUDI049,8.895,Normal Fat,0.039101813,Baking Goods,522.07,2006,Medium,Cluster 1,Supermarket Type1,13502.42
FDJ14,CHUKWUDI013,FDJ14_CHUKWUDI013,10.3,Normal Fat,0.050028809,Canned,200.24,1994,High,Cluster 3,Supermarket Type1,599.22
FDJ15,CHUKWUDI017,FDJ15_CHUKWUDI017,11.35,Normal Fat,0.023454399,Dairy,454.9,2014,,Cluster 2,Supermarket Type1,4134.62
FDJ15,CHUKWUDI027,FDJ15_CHUKWUDI027,,Normal Fat,0.023209537,Dairy,458.4,1992,Medium,Cluster 3,Supermarket Type3,15160.27
FDJ15,CHUKWUDI035,FDJ15_CHUKWUDI035,11.35,Normal Fat,0.023318068,Dairy,456.15,2011,Small,Cluster 2,Supermarket Type1,18835.48
FDJ15,CHUKWUDI046,FDJ15_CHUKWUDI046,11.35,Normal Fat,0.023322478,Dairy,456.4,2004,Small,Cluster 1,Supermarket Type1,8269.24
FDJ15,CHUKWUDI049,FDJ15_CHUKWUDI049,11.35,Normal Fat,0.023358738,Dairy,461.15,2006,Medium,Cluster 1,Supermarket Type1,10106.84
FDJ20,CHUKWUDI010,FDJ20_CHUKWUDI010,20.7,Normal Fat,0.16767231,Fruits and Vegetables,310.6,2005,,Cluster 3,Grocery Store,619.19
FDJ20,CHUKWUDI013,FDJ20_CHUKWUDI013,20.7,Normal Fat,0.100091576,Fruits and Vegetables,313.85,1994,High,Cluster 3,Supermarket Type1,5263.15
FDJ20,CHUKWUDI018,FDJ20_CHUKWUDI018,20.7,Normal Fat,0.100583009,Fruits and Vegetables,308.85,2016,Medium,Cluster 3,Supermarket Type2,4953.55
FDJ20,CHUKWUDI049,FDJ20_CHUKWUDI049,20.7,Normal Fat,0.100330684,Fruits and Vegetables,308.6,2006,Medium,Cluster 1,Supermarket Type1,3095.97
FDJ21,CHUKWUDI013,FDJ21_CHUKWUDI013,16.7,Normal Fat,0.038496166,Snack Foods,368.78,1994,High,Cluster 3,Supermarket Type1,13851.97
FDJ21,CHUKWUDI017,FDJ21_CHUKWUDI017,16.7,Normal Fat,0.03874616,Snack Foods,359.53,2014,,Cluster 2,Supermarket Type1,12029.34
FDJ21,CHUKWUDI018,FDJ21_CHUKWUDI018,16.7,Normal Fat,0.038685176,Snack Foods,366.53,2016,Medium,Cluster 3,Supermarket Type2,6925.98
FDJ21,CHUKWUDI027,FDJ21_CHUKWUDI027,,Normal Fat,0.038341654,Snack Foods,365.53,1992,Medium,Cluster 3,Supermarket Type3,10571.24
FDJ21,CHUKWUDI045,FDJ21_CHUKWUDI045,16.7,Normal Fat,0.038606365,Snack Foods,366.28,2009,,Cluster 2,Supermarket Type1,6925.98
FDJ21,CHUKWUDI046,FDJ21_CHUKWUDI046,16.7,Normal Fat,0.038528228,Snack Foods,359.78,2004,Small,Cluster 1,Supermarket Type1,4374.31
FDJ21,CHUKWUDI049,FDJ21_CHUKWUDI049,16.7,Normal Fat,0.03858813,Snack Foods,361.53,2006,Medium,Cluster 1,Supermarket Type1,8384.09
FDJ22,CHUKWUDI017,FDJ22_CHUKWUDI017,18.75,Low Fat,0.05310896,Snack Foods,484.13,2014,,Cluster 2,Supermarket Type1,7190.64
FDJ22,CHUKWUDI018,FDJ22_CHUKWUDI018,18.75,Low Fat,0.053025371,Snack Foods,481.38,2016,Medium,Cluster 3,Supermarket Type2,5273.14
FDJ22,CHUKWUDI019,FDJ22_CHUKWUDI019,,Low Fat,0.09246392,Snack Foods,477.38,1992,Small,Cluster 1,Grocery Store,958.75
FDJ22,CHUKWUDI027,FDJ22_CHUKWUDI027,,Low Fat,0.052554508,Snack Foods,475.88,1992,Medium,Cluster 3,Supermarket Type3,4793.76
FDJ22,CHUKWUDI035,FDJ22_CHUKWUDI035,18.75,Low Fat,0.052800258,Snack Foods,483.13,2011,Small,Cluster 2,Supermarket Type1,6711.26
FDJ22,CHUKWUDI045,FDJ22_CHUKWUDI045,18.75,Low Fat,0.052917345,Snack Foods,476.63,2009,,Cluster 2,Supermarket Type1,3355.63
FDJ26,CHUKWUDI027,FDJ26_CHUKWUDI027,,Normal Fat,0.084354713,Canned,538.8,1992,Medium,Cluster 3,Supermarket Type3,12289
FDJ26,CHUKWUDI035,FDJ26_CHUKWUDI035,15.3,Normal Fat,0.084749164,Canned,538.8,2011,Small,Cluster 2,Supermarket Type1,10151.79
FDJ26,CHUKWUDI045,FDJ26_CHUKWUDI045,15.3,Normal Fat,0.084937098,Canned,535.05,2009,,Cluster 2,Supermarket Type1,2671.52
FDJ27,CHUKWUDI049,FDJ27_CHUKWUDI049,17.7,Normal Fat,0.122065518,Meat,258.42,2006,Medium,Cluster 1,Supermarket Type1,6366.71
FDJ28,CHUKWUDI017,FDJ28_CHUKWUDI017,12.3,Low Fat,0.021984639,Frozen Foods,478.04,2014,,Cluster 2,Supermarket Type1,4810.41
FDJ28,CHUKWUDI027,FDJ28_CHUKWUDI027,,Low Fat,0,Frozen Foods,477.29,1992,Medium,Cluster 3,Supermarket Type3,14431.22
FDJ28,CHUKWUDI046,FDJ28_CHUKWUDI046,12.3,Low Fat,0.021860985,Frozen Foods,483.29,2004,Small,Cluster 1,Supermarket Type1,7696.65
FDJ32,CHUKWUDI013,FDJ32_CHUKWUDI013,10.695,Low Fat,0.057744249,Fruits and Vegetables,153.13,1994,High,Cluster 3,Supermarket Type1,1684.47
FDJ33,CHUKWUDI017,FDJ33_CHUKWUDI017,8.895,Normal Fat,0.088821765,Snack Foods,312.93,2014,,Cluster 2,Supermarket Type1,7390.38
FDJ33,CHUKWUDI018,FDJ33_CHUKWUDI018,8.895,Normal Fat,0.088681966,Snack Foods,304.93,2016,Medium,Cluster 3,Supermarket Type2,7390.38
FDJ34,CHUKWUDI013,FDJ34_CHUKWUDI013,11.8,Normal Fat,0.09357779,Snack Foods,314.93,1994,High,Cluster 3,Supermarket Type1,4693.89
FDJ34,CHUKWUDI017,FDJ34_CHUKWUDI017,11.8,Normal Fat,0.094185483,Snack Foods,315.68,2014,,Cluster 2,Supermarket Type1,5006.82
FDJ34,CHUKWUDI018,FDJ34_CHUKWUDI018,11.8,Normal Fat,0.094037241,Snack Foods,311.43,2016,Medium,Cluster 3,Supermarket Type2,2503.41
FDJ34,CHUKWUDI046,FDJ34_CHUKWUDI046,11.8,Normal Fat,0.093655728,Snack Foods,317.93,2004,Small,Cluster 1,Supermarket Type1,7510.22
FDJ34,CHUKWUDI049,FDJ34_CHUKWUDI049,11.8,Normal Fat,0.093801337,Snack Foods,315.18,2006,Medium,Cluster 1,Supermarket Type1,3129.26
FDJ36,CHUKWUDI010,FDJ36_CHUKWUDI010,14.5,Normal Fat,0.214681063,Baking Goods,256.83,2005,,Cluster 3,Grocery Store,512.67
FDJ36,CHUKWUDI049,FDJ36_CHUKWUDI049,14.5,Normal Fat,0.128459481,Baking Goods,255.08,2006,Medium,Cluster 1,Supermarket Type1,5126.66
FDJ38,CHUKWUDI017,FDJ38_CHUKWUDI017,8.6,Normal Fat,0.040432954,Canned,479.13,2014,,Cluster 2,Supermarket Type1,9487.65
FDJ38,CHUKWUDI018,FDJ38_CHUKWUDI018,8.6,Normal Fat,0.040369315,Canned,474.38,2016,Medium,Cluster 3,Supermarket Type2,7115.74
FDJ38,CHUKWUDI035,FDJ38_CHUKWUDI035,8.6,Normal Fat,0.040197932,Canned,475.38,2011,Small,Cluster 2,Supermarket Type1,7590.12
FDJ38,CHUKWUDI046,FDJ38_CHUKWUDI046,8.6,Normal Fat,0.040205535,Canned,471.88,2004,Small,Cluster 1,Supermarket Type1,18975.3
FDJ38,CHUKWUDI049,FDJ38_CHUKWUDI049,8.6,Normal Fat,0.040268044,Canned,478.63,2006,Medium,Cluster 1,Supermarket Type1,4269.44
FDJ40,CHUKWUDI013,FDJ40_CHUKWUDI013,13.6,Normal Fat,0.049547993,Frozen Foods,271.73,1994,High,Cluster 3,Supermarket Type1,6005.52
FDJ41,CHUKWUDI017,FDJ41_CHUKWUDI017,6.85,Low Fat,0.023012718,Frozen Foods,655.15,2014,,Cluster 2,Supermarket Type1,3924.89
FDJ44,CHUKWUDI010,FDJ44_CHUKWUDI010,12.3,Normal Fat,0.17797002,Fruits and Vegetables,432.85,2005,,Cluster 3,Grocery Store,1744.4
FDJ44,CHUKWUDI017,FDJ44_CHUKWUDI017,12.3,Normal Fat,0.106928681,Fruits and Vegetables,434.35,2014,,Cluster 2,Supermarket Type1,9158.08
FDJ44,CHUKWUDI027,FDJ44_CHUKWUDI027,,Normal Fat,0.105812357,Fruits and Vegetables,437.6,1992,Medium,Cluster 3,Supermarket Type3,10030.28
FDJ44,CHUKWUDI035,FDJ44_CHUKWUDI035,12.3,Normal Fat,0.106307146,Fruits and Vegetables,437.35,2011,Small,Cluster 2,Supermarket Type1,3924.89
FDJ44,CHUKWUDI045,FDJ44_CHUKWUDI045,12.3,Normal Fat,0.106542886,Fruits and Vegetables,433.1,2009,,Cluster 2,Supermarket Type1,7849.78
FDJ44,CHUKWUDI046,FDJ44_CHUKWUDI046,12.3,Normal Fat,0.106327251,Fruits and Vegetables,432.1,2004,Small,Cluster 1,Supermarket Type1,6541.49
FDJ44,CHUKWUDI049,FDJ44_CHUKWUDI049,12.3,Normal Fat,0.106492562,Fruits and Vegetables,440.85,2006,Medium,Cluster 1,Supermarket Type1,3488.79
FDJ45,CHUKWUDI013,FDJ45_CHUKWUDI013,17.75,Low Fat,0.073349552,Seafood,85.55,1994,High,Cluster 3,Supermarket Type1,2336.96
FDJ46,CHUKWUDI018,FDJ46_CHUKWUDI018,11.1,Low Fat,0.04500603,Snack Foods,435.01,2016,Medium,Cluster 3,Supermarket Type2,5253.16
FDJ46,CHUKWUDI027,FDJ46_CHUKWUDI027,,Low Fat,0.044606379,Snack Foods,435.51,1992,Medium,Cluster 3,Supermarket Type3,10944.09
FDJ46,CHUKWUDI035,FDJ46_CHUKWUDI035,11.1,Low Fat,0.044814962,Snack Foods,436.01,2011,Small,Cluster 2,Supermarket Type1,10068.56
FDJ46,CHUKWUDI046,FDJ46_CHUKWUDI046,11.1,Low Fat,0.044823438,Snack Foods,435.51,2004,Small,Cluster 1,Supermarket Type1,4815.4
FDJ48,CHUKWUDI017,FDJ48_CHUKWUDI017,11.3,Low Fat,0.056754036,Baking Goods,618.78,2014,,Cluster 2,Supermarket Type1,6175.3
FDJ48,CHUKWUDI027,FDJ48_CHUKWUDI027,,Low Fat,0.056161529,Baking Goods,617.28,1992,Medium,Cluster 3,Supermarket Type3,14203.18
FDJ48,CHUKWUDI035,FDJ48_CHUKWUDI035,11.3,Low Fat,0.056424146,Baking Goods,619.53,2011,Small,Cluster 2,Supermarket Type1,5557.77
FDJ48,CHUKWUDI045,FDJ48_CHUKWUDI045,11.3,Low Fat,0,Baking Goods,613.03,2009,,Cluster 2,Supermarket Type1,14203.18
